deadline,currency,usd_pledged_real
17/07/2017,USD,15802.0
04/10/2012,USD,7013.0
30/08/2017,USD,410039.89
01/08/2012,USD,510.0
01/02/2017,GBP,68.68
22/06/2016,USD,10300.0
26/03/2017,HKD,12803.04
04/03/2012,USD,1405.0
04/08/2014,USD,2.0
25/08/2012,USD,15057.0
17/04/2014,USD,62043.0
04/01/2016,USD,53855.0
18/09/2014,NZD,2552.72
02/07/2017,EUR,2199.09
25/08/2013,GBP,977.96
06/05/2016,GBP,11038.65
17/07/2015,USD,25076.0
21/02/2011,USD,7575.0
30/10/2014,USD,37627.0
31/01/2017,USD,1620.0
01/04/2017,USD,63.0
10/10/2015,USD,4337.0
31/07/2017,USD,530.0
01/09/2014,USD,16219.0
28/11/2014,USD,5235.0
23/10/2015,USD,944.0
07/05/2017,USD,9422.0
24/05/2016,USD,4832.0
13/04/2016,USD,1182.0
14/08/2015,GBP,1300.81
11/08/2017,GBP,6310.52
20/04/2017,GBP,642.75
11/02/2016,GBP,527.96
14/05/2017,EUR,7038.33
23/11/2014,USD,8409.0
09/06/2016,USD,4238.0
22/10/2016,USD,2530.0
29/10/2015,USD,56654.0
12/10/2013,USD,3085.0
15/01/2018,USD,83.0
22/06/2015,GBP,1574.22
11/05/2014,GBP,42563.03
15/07/2011,USD,1253.69
05/10/2015,USD,7515.0
05/05/2017,USD,123351.96
26/02/2015,USD,14095.0
08/06/2012,USD,8465.0
18/08/2015,AUD,2372.96
02/01/2010,USD,2313.0
11/04/2013,USD,10395.0
21/12/2016,USD,1467.0
05/09/2013,USD,6131.0
10/03/2012,USD,5076.78
02/06/2010,USD,1195.0
15/06/2010,USD,53.0
29/06/2013,USD,5055.0
03/08/2016,USD,23315.0
09/01/2017,USD,1575.0
17/08/2017,GBP,92320.37
23/06/2017,USD,5873.0
21/05/2012,USD,12280.0
06/04/2013,USD,2242.06
01/06/2014,USD,10126.0
23/04/2012,USD,700.0
24/10/2010,USD,2057.0
13/02/2015,USD,138.0
09/12/2013,USD,2392.64
10/09/2011,USD,3426.0
29/10/2013,USD,9423.1
11/08/2012,USD,5596.0
16/07/2014,USD,42094.8
25/03/2012,USD,2310.0
22/05/2016,USD,29179.0
08/08/2014,USD,17.99
31/10/2014,USD,37000.0
15/02/2011,USD,13408.11
10/07/2014,GBP,5219.91
20/10/2015,USD,6156.0
27/03/2016,CAD,383.79
07/04/2013,USD,10066.0
16/03/2011,USD,680.92
28/11/2016,USD,9016.0
22/02/2012,USD,3645.0
22/06/2017,CAD,8064.39
09/12/2011,USD,5570.0
10/07/2014,USD,9492.0
18/03/2017,GBP,2255.83
03/04/2011,USD,571.0
02/12/2015,EUR,28991.91
01/09/2015,USD,7215.0
11/08/2017,GBP,2947.59
15/11/2010,USD,2001.0
07/12/2014,USD,61360.0
07/01/2012,USD,1511.0
14/07/2013,USD,36650.0
12/08/2016,USD,5574.0
27/06/2013,USD,51251.72
17/08/2012,USD,2214.0
03/03/2015,USD,160643.0
08/06/2015,USD,1064.0
25/08/2013,USD,3530.25
22/04/2015,USD,60431.0
01/10/2015,EUR,2267.71
13/12/2011,USD,44609.0
12/07/2013,USD,11172.0
27/06/2013,GBP,16054.02
26/03/2012,USD,7500.0
27/01/2014,CAD,9977.67
09/01/2016,USD,800.0
24/11/2011,USD,6650.0
29/03/2015,USD,29728.0
11/08/2014,CAD,6.42
04/05/2012,USD,15483.9
21/08/2013,USD,4683.0
23/06/2013,USD,4750.0
18/01/2011,USD,2023.0
27/08/2014,USD,28510.0
14/06/2014,USD,2772.0
14/11/2016,USD,5558.0
08/01/2014,USD,1066.0
04/05/2017,CAD,903.17
06/08/2014,USD,5295.0
13/03/2014,USD,16120.75
03/03/2016,USD,1340.0
22/04/2011,USD,900.0
01/06/2014,USD,25155.0
29/09/2016,USD,2972.0
11/05/2013,USD,3507.0
26/11/2015,USD,53597.0
14/02/2011,USD,7563.0
30/07/2012,USD,15081.01
02/01/2015,USD,8370.0
16/09/2014,USD,6063.0
27/06/2012,USD,555.0
17/01/2016,USD,25314.0
18/08/2016,USD,100.0
10/08/2013,USD,29083.0
12/05/2016,GBP,956.73
14/10/2016,USD,9072.0
17/07/2015,USD,253578.0
24/04/2017,EUR,56887.56
02/05/2012,USD,2711.0
09/06/2012,USD,7923.0
12/10/2016,GBP,3677.1
08/06/2017,USD,10393.0
10/03/2016,USD,22816.0
10/08/2013,USD,743.0
14/09/2016,USD,6540.0
02/04/2017,DKK,13029.62
05/02/2017,USD,19557.0
26/04/2011,USD,4837.0
29/10/2012,USD,12554.0
05/02/2014,USD,6630.0
27/09/2014,USD,19930.0
06/04/2017,AUD,7799.94
23/09/2017,USD,33052.0
25/08/2012,USD,9662.0
16/06/2011,USD,295.0
16/01/2012,USD,21791.0
27/02/2012,USD,5892.0
21/09/2016,USD,590.0
19/07/2014,USD,961.0
31/10/2017,CAD,837.92
19/06/2013,USD,13801.0
07/08/2015,USD,3780.0
30/10/2014,USD,4991.0
24/04/2016,USD,470.0
02/03/2014,AUD,9994.98
20/09/2017,USD,19381.0
02/04/2013,GBP,4779.11
20/12/2011,USD,3186.0
23/09/2017,MXN,2317.91
20/02/2013,GBP,3840.86
13/10/2016,AUD,2339.03
04/11/2011,USD,7126.0
10/08/2012,USD,112362.0
06/09/2015,EUR,1690.2
28/11/2012,USD,21417.99
02/06/2015,USD,251062.25
20/09/2013,USD,2010.0
26/11/2015,USD,17093.11
07/06/2013,USD,198185.01
24/05/2012,USD,6294.0
07/05/2017,USD,2584.0
17/12/2012,USD,12506.87
11/10/2010,USD,2005.0
31/01/2017,USD,1089.0
07/03/2014,GBP,1905.08
14/05/2015,GBP,12762.35
23/06/2014,USD,26575.0
01/08/2017,USD,3842.0
29/12/2013,USD,10770.0
16/09/2015,USD,595.0
13/11/2015,USD,23380.0
06/04/2016,CAD,21014.68
15/06/2014,USD,4532.0
02/04/2012,USD,2550.0
14/05/2013,USD,25920.0
25/11/2011,USD,1055.0
24/06/2013,GBP,3167.07
09/07/2015,GBP,3181.11
19/02/2017,USD,1900.0
09/02/2011,USD,385.0
18/09/2010,USD,20000.0
06/01/2014,GBP,1225.78
20/11/2013,USD,1382.0
10/08/2012,USD,2580.0
20/08/2014,USD,2942.69
30/11/2013,USD,1000.0
16/09/2013,USD,718152.5
07/08/2012,USD,140616.67
27/09/2014,GBP,1359.21
28/05/2013,USD,3706.0
21/01/2015,USD,328.0
07/03/2014,USD,62643.5
10/06/2011,USD,2058.0
22/04/2015,USD,39342.0
27/07/2015,USD,15455.0
25/01/2018,CAD,480.87
19/01/2012,USD,7800.0
15/11/2017,EUR,21537.59
12/10/2013,GBP,4065.61
06/09/2015,AUD,2877.12
02/11/2012,USD,8820.0
23/04/2012,USD,4744.0
14/09/2013,USD,1000.0
22/05/2015,USD,5839.0
02/03/2011,USD,7910.0
20/04/2013,USD,4031.0
24/10/2014,USD,91654.02
18/02/2013,USD,5636.0
22/06/2016,USD,51302.0
12/05/2013,USD,597.0
15/02/2014,USD,32648.0
23/04/2017,USD,100.0
16/02/2012,USD,7400.5
11/03/2012,USD,910.0
01/04/2012,USD,1337.0
01/12/2017,SEK,3782.79
23/08/2012,USD,1020.0
01/11/2016,USD,1106.0
10/12/2011,USD,2635.0
12/02/2011,USD,12797.0
19/02/2012,USD,11972.04
31/05/2013,USD,1035.0
12/10/2015,USD,1340.0
06/07/2017,USD,3978.0
27/06/2014,USD,20555.0
31/05/2014,USD,4303.46
07/03/2012,USD,1948.0
18/01/2018,JPY,3236.06
30/07/2013,USD,6702.17
15/05/2011,USD,3680.0
14/02/2014,USD,51143.0
11/11/2013,USD,3528.0
24/08/2016,USD,12874.0
01/11/2015,USD,4492.0
25/02/2013,USD,7098.0
25/10/2013,GBP,5255.92
12/12/2015,USD,47248.0
26/05/2011,USD,2297.9
04/11/2012,USD,6300.68
30/12/2010,USD,2898.0
09/07/2014,USD,1343.0
21/06/2014,USD,12460.0
23/07/2014,USD,1026.0
01/08/2016,GBP,2679.49
09/11/2017,USD,5095.0
21/03/2014,GBP,346.27
19/09/2010,USD,3025.0
13/12/2010,USD,13925.51
19/03/2013,USD,169170.15
12/07/2012,USD,3220.0
24/04/2015,USD,5000.0
17/01/2015,GBP,18276.77
16/01/2012,USD,2630.0
30/12/2015,USD,4926.0
15/06/2012,USD,47256.33
24/10/2015,USD,1671.0
02/09/2015,USD,502.0
01/05/2013,USD,10335.01
15/01/2014,USD,11303.37
05/09/2011,USD,3021.0
08/10/2012,USD,65980.72
08/08/2014,USD,18956.0
04/07/2012,USD,10005.0
18/02/2012,USD,2505.0
01/07/2014,USD,2047.65
08/10/2013,USD,685.0
13/10/2014,USD,53801.2
05/06/2013,USD,1015.0
21/02/2014,AUD,5634.98
17/10/2014,USD,7985.0
25/08/2016,USD,36953.2
17/01/2018,USD,1214.0
23/11/2014,GBP,105996.77
19/12/2017,USD,5862.0
13/12/2014,USD,104491.16
10/12/2017,EUR,8861.55
26/09/2015,USD,45987.0
03/07/2015,CAD,2547.29
10/08/2014,GBP,1331.86
08/11/2011,USD,2788.0
29/09/2016,USD,10509.0
05/05/2012,USD,346.13
19/08/2017,NZD,1840.09
12/08/2013,USD,3538.0
29/06/2014,USD,3060.0
27/08/2015,USD,1354.0
15/11/2017,GBP,13536.2
20/08/2017,EUR,6244.1
24/04/2016,USD,15982.0
06/11/2013,USD,51618.69
03/04/2016,USD,116000.3
23/08/2015,EUR,5132.57
01/06/2014,USD,712.22
19/04/2014,CAD,3299.15
16/05/2015,USD,385268.0
28/07/2013,USD,1761.0
08/05/2014,USD,2625.0
31/01/2017,USD,1991.0
28/03/2016,USD,2382.0
12/08/2017,USD,2835.0
07/05/2012,USD,4128.5
31/12/2015,USD,36697.0
29/08/2010,USD,5020.0
05/06/2014,USD,10806.0
13/07/2013,USD,1601.0
05/11/2012,USD,1711.0
10/01/2015,USD,1225.0
30/06/2013,USD,2505.0
29/12/2013,USD,10810.0
23/05/2012,USD,1277.0
01/01/2013,USD,20342.11
15/06/2016,USD,51544.0
20/11/2013,USD,5296.0
13/06/2011,USD,41295.0
09/12/2016,GBP,51667.48
20/10/2017,USD,24587.0
04/01/2015,USD,1610.0
06/11/2012,USD,3807.0
03/12/2011,USD,2001.0
15/08/2016,USD,15150.0
31/10/2015,USD,30457.0
16/06/2014,USD,18990.0
01/02/2016,CAD,4929.82
10/02/2016,AUD,21143.02
05/10/2014,USD,520.0
06/06/2013,USD,526.0
19/10/2013,USD,16321.0
06/10/2013,USD,5898.0
28/11/2017,USD,11507.35
14/11/2014,USD,2977.0
25/04/2015,USD,1000.0
01/05/2015,USD,10863.0
28/03/2011,USD,2649.0
19/07/2010,USD,5000.0
25/12/2011,USD,9200.0
11/11/2010,USD,2605.0
06/05/2016,USD,6790.0
04/08/2012,USD,25852.65
09/12/2011,USD,13007.4
28/02/2012,USD,5050.0
13/12/2015,GBP,31406.2
13/06/2015,USD,11837.0
15/03/2012,USD,32278.03
20/10/2014,GBP,8030.11
12/04/2016,EUR,14952.44
16/08/2011,USD,1545.12
04/03/2013,USD,5137.0
05/04/2015,USD,10085.0
17/03/2012,USD,22700.3
08/08/2013,USD,3740.0
01/03/2013,USD,1211.0
03/04/2017,GBP,11317.59
14/04/2016,USD,1516.17
08/04/2017,USD,105874.0
21/12/2011,USD,1000.0
06/01/2018,EUR,1055.91
13/03/2013,USD,10156.0
10/12/2014,USD,2663.0
16/09/2017,USD,5140.0
13/05/2017,USD,9242.0
02/11/2012,USD,86531.12
14/07/2015,GBP,1567.15
15/01/2017,USD,14625.0
07/12/2014,USD,8106.0
26/10/2011,USD,220.01
13/12/2013,AUD,1370.46
16/12/2017,EUR,9231.1
12/06/2013,USD,1155.0
06/11/2010,USD,7960.0
09/01/2015,USD,45.0
07/08/2016,CAD,466.28
30/10/2017,USD,795979.75
13/08/2011,USD,3055.0
01/07/2010,USD,1408.0
31/08/2011,USD,1960.0
26/01/2017,AUD,1281.47
20/08/2012,USD,12183.0
15/03/2015,USD,1385.0
01/11/2016,USD,75.0
27/09/2014,USD,10346.0
13/07/2011,USD,24571.0
07/05/2014,USD,3080.0
10/08/2012,USD,931.0
08/03/2012,USD,620.0
26/05/2017,USD,72928.87
31/08/2012,USD,930.0
28/05/2011,USD,300.0
28/08/2012,USD,4676.3
22/03/2015,USD,6500.0
15/10/2012,USD,4502.0
29/04/2013,USD,10929.0
08/05/2013,USD,287.0
16/12/2011,USD,24118.0
04/05/2013,USD,46117.0
01/11/2013,USD,4000.0
18/07/2014,CAD,14150.77
19/01/2012,USD,7067.0
11/10/2017,USD,1596.0
03/12/2011,USD,2555.0
17/06/2016,USD,405189.23
01/06/2016,USD,3309.0
06/12/2015,USD,14098.0
13/05/2013,GBP,8170.07
19/04/2012,USD,1196.0
10/06/2013,USD,1478.0
04/10/2016,USD,69044.04
08/05/2011,USD,4505.0
05/07/2013,USD,433.0
05/08/2017,USD,825.0
15/02/2013,USD,3545.0
27/04/2011,USD,3612.0
17/05/2011,USD,1554.0
13/04/2015,USD,2928.0
01/05/2016,USD,26288.0
26/07/2013,USD,5041.0
14/03/2014,USD,100278.03
25/10/2017,USD,13234.0
23/02/2011,USD,600.0
24/02/2012,USD,6215.0
12/01/2016,USD,8030.0
10/02/2012,USD,1025.0
23/10/2012,USD,28327.0
16/12/2015,USD,1125.0
04/12/2009,USD,1175.0
22/09/2017,USD,22022.0
27/03/2013,USD,4488.0
15/09/2011,USD,1803.0
30/07/2011,USD,3500.0
10/01/2018,USD,120.0
16/10/2015,USD,20886.0
27/09/2012,USD,24519.46
02/04/2012,USD,3446.11
16/12/2015,GBP,3206.08
23/11/2017,EUR,4147.47
27/05/2015,USD,17754.0
26/04/2017,USD,10149.0
01/09/2015,USD,21240.0
01/05/2014,USD,12277.28
07/01/2017,SEK,348.34
25/04/2013,USD,1088.0
22/09/2015,USD,3300.0
06/03/2012,USD,4281.48
11/08/2017,USD,6588.0
06/09/2013,GBP,6474.33
15/05/2015,USD,176538.55
01/12/2014,AUD,136.47
20/06/2015,USD,44021.0
25/11/2016,EUR,34137.98
15/11/2017,SEK,5347.47
14/07/2011,USD,11188.0
09/04/2016,USD,3081.0
25/11/2011,USD,3350.0
30/04/2012,USD,14494.95
03/04/2014,USD,10480.0
12/12/2016,USD,34806.0
20/12/2013,GBP,61077.94
08/08/2012,USD,15816.0
02/09/2010,USD,11207.0
01/03/2012,USD,4462.0
15/06/2015,USD,7270.0
11/01/2012,USD,6101.0
22/01/2012,USD,5632.0
20/02/2015,GBP,1037.85
23/01/2016,USD,1920.0
09/11/2011,USD,3218.0
19/12/2014,USD,106306.0
27/08/2014,USD,10268.0
21/03/2016,USD,145.2
10/09/2013,USD,10040.0
22/06/2013,USD,9672.0
05/06/2011,USD,2785.64
03/03/2011,USD,3961.0
19/08/2017,USD,12361.0
03/11/2012,USD,420.47
12/08/2015,USD,28383.84
05/07/2014,USD,4635.2
15/06/2012,USD,1558.0
27/04/2014,USD,162391.0
29/03/2014,USD,7941.61
08/02/2013,USD,2195.0
29/06/2011,USD,4000.0
22/11/2017,USD,83077.0
11/05/2013,GBP,563.66
31/08/2014,USD,4156.0
18/01/2018,SGD,26.38
18/07/2013,GBP,22247.83
15/06/2012,USD,1905.0
01/08/2012,USD,5105.0
16/10/2016,USD,8551.0
25/09/2014,USD,99161.01
02/03/2015,USD,6586.0
27/04/2017,USD,1096.0
28/04/2017,EUR,814.29
03/03/2017,SGD,45139.38
02/02/2017,USD,4641.0
05/05/2014,USD,5050.77
21/12/2015,USD,15281.77
28/02/2016,GBP,1870.26
02/12/2011,USD,3015.0
10/01/2015,USD,26741.0
18/04/2017,USD,4482.0
13/09/2013,USD,27108.0
09/04/2017,GBP,3887.68
15/07/2009,USD,1200.0
16/04/2015,USD,6029.0
04/01/2011,USD,11366.0
11/01/2014,USD,2175.0
19/01/2012,USD,13395.01
15/08/2011,USD,4550.0
09/04/2014,USD,6628.0
23/09/2016,EUR,1683.9
18/09/2015,USD,101.0
05/10/2015,GBP,7034.71
05/12/2016,USD,316.0
23/08/2013,USD,1401.0
18/04/2013,USD,2390.0
15/02/2018,EUR,728.22
27/12/2013,USD,226425.0
12/08/2017,USD,8877.0
21/09/2014,USD,58966.75
02/10/2017,USD,6896.0
18/01/2018,USD,560.0
30/07/2012,USD,2600.01
04/10/2011,USD,3710.22
03/03/2017,USD,1306.0
03/04/2016,USD,975.0
04/09/2012,USD,736112.62
14/09/2014,USD,295.0
17/07/2014,USD,4181.0
25/07/2014,USD,24846.0
19/01/2016,USD,1616.14
05/09/2014,USD,4500.43
27/02/2015,USD,3935.0
12/06/2016,SEK,23144.64
26/10/2014,GBP,4217.5
13/03/2014,USD,14088.0
10/12/2016,USD,33006.0
10/06/2011,USD,2810.0
13/11/2014,USD,50237.0
29/11/2017,USD,5960.0
17/12/2015,USD,8521.0
08/07/2012,USD,3215.0
17/11/2017,USD,7290.0
26/12/2010,USD,2556.0
27/11/2012,USD,3081.0
02/03/2011,USD,10910.0
06/01/2011,USD,1750.0
19/11/2016,CAD,81832.61
21/05/2012,USD,1010.99
31/08/2013,USD,724.0
02/06/2011,USD,1561.0
31/10/2015,EUR,1732.81
28/06/2012,USD,1935.0
29/03/2011,USD,11088.01
23/11/2015,USD,6202.0
18/06/2016,USD,15485.0
05/04/2017,USD,4699.66
19/03/2016,USD,4500.0
09/08/2010,USD,2035.0
02/01/2015,USD,4511.0
31/08/2012,USD,710.0
18/11/2015,GBP,3884.86
22/07/2017,USD,20869.11
01/11/2016,USD,32614.0
17/05/2014,USD,5300.0
09/10/2010,USD,5871.0
13/04/2013,USD,1010.0
28/06/2011,USD,701.0
04/06/2015,USD,2941.0
20/04/2017,USD,26329.0
21/11/2017,GBP,2145.78
20/03/2015,USD,5909.0
23/10/2015,USD,47189.0
28/04/2015,GBP,390.45
05/10/2017,GBP,24038.96
14/04/2017,GBP,4864.68
23/08/2015,USD,2850.0
04/02/2015,USD,2495.0
10/05/2014,USD,15185.0
19/09/2013,USD,7200.0
27/06/2013,USD,993.0
11/09/2011,USD,3617.0
24/03/2013,USD,1000.0
19/05/2016,USD,26228.0
27/03/2017,USD,1543.0
16/01/2016,USD,29792.0
03/05/2012,USD,3610.0
07/06/2017,USD,1661.52
12/10/2017,USD,2060.0
26/05/2017,USD,150265.0
07/02/2014,USD,14241.03
28/02/2015,EUR,1896.6
12/09/2016,USD,12800.52
20/01/2018,USD,426.0
04/06/2011,USD,2502.0
23/05/2015,USD,3550.0
14/08/2013,USD,2235.0
09/04/2012,USD,14511.0
19/07/2015,USD,871.0
22/07/2016,USD,1860.0
30/05/2012,USD,2973.98
12/07/2010,USD,3076.0
14/04/2017,USD,3361.0
14/05/2012,USD,11595.0
23/06/2013,USD,1490.0
22/10/2016,USD,28574.0
31/08/2015,GBP,685.18
18/05/2012,USD,2108.01
15/03/2011,USD,4023.0
14/10/2012,USD,2300.0
11/11/2017,USD,12732.0
01/07/2016,USD,15257.77
02/02/2012,USD,725.0
18/04/2014,USD,3380.0
13/09/2013,USD,15449.0
15/09/2012,USD,9942.77
31/10/2010,USD,3375.0
10/10/2015,USD,98033.0
22/11/2014,USD,23559.0
05/11/2013,USD,52035.0
06/11/2015,USD,5647.0
03/11/2012,USD,72871.47
15/03/2017,EUR,300063.85
17/12/2013,USD,8075.5
29/06/2014,USD,2002.0
27/05/2015,USD,29003.0
18/11/2014,USD,229.0
11/04/2012,USD,2463.0
14/11/2011,USD,1797.0
25/03/2012,USD,5860.0
29/01/2018,USD,2624.0
11/10/2012,USD,3500.0
04/05/2017,USD,5078.0
01/10/2013,USD,4121.0
01/09/2012,USD,520.0
25/05/2011,USD,7100.0
07/11/2012,USD,3085.0
16/03/2015,USD,547.0
14/04/2016,GBP,29013.75
10/05/2012,USD,3113.01
09/02/2014,USD,10527.0
19/03/2017,GBP,2015.02
05/05/2012,USD,2751.02
12/09/2017,GBP,2092.51
01/09/2012,USD,16988.37
30/10/2011,USD,5225.0
24/09/2012,USD,3327.0
07/10/2015,GBP,11585.96
06/08/2012,USD,9076.0
21/07/2013,USD,5848.14
12/07/2014,GBP,2691.16
09/10/2014,USD,1000.0
14/10/2015,EUR,3066.07
21/10/2011,USD,5210.0
21/12/2012,USD,4075.0
01/06/2013,USD,5797.52
17/05/2012,USD,3115.0
19/12/2015,USD,4651.0
04/12/2015,USD,23344.0
15/06/2013,USD,16897.11
12/10/2013,USD,7003.0
13/03/2017,USD,235.0
02/07/2015,USD,23456.0
24/05/2017,USD,8617.0
10/01/2014,GBP,4172.89
13/12/2015,USD,17503.0
23/02/2014,USD,5754.0
07/02/2013,USD,2075.0
19/03/2017,USD,135430.0
19/05/2012,USD,50119.0
08/01/2017,USD,4020.0
07/02/2014,USD,16406.5
07/03/2016,USD,1168.0
02/12/2014,USD,3486.0
04/03/2012,USD,2815.0
23/12/2012,USD,255.0
31/10/2014,USD,2585.0
02/03/2017,USD,107402.0
12/10/2017,USD,1685.0
11/06/2012,USD,5703.02
26/05/2013,GBP,207.21
23/03/2014,GBP,294.41
10/07/2015,GBP,12699.86
17/09/2017,USD,6014.0
01/11/2011,USD,5695.0
17/02/2017,USD,659175.0
31/10/2013,USD,8560.0
15/05/2015,GBP,9917.37
23/09/2014,GBP,9936.72
09/12/2011,USD,3851.69
08/10/2013,USD,24681.0
31/01/2018,USD,0.0
05/11/2014,USD,17160.0
06/06/2017,AUD,3634.38
22/07/2014,USD,36660.0
31/01/2013,USD,5635.0
26/08/2016,GBP,6758.19
21/06/2014,USD,8203.0
04/02/2017,USD,2617.0
08/09/2012,USD,3408.0
18/09/2014,GBP,629.12
21/08/2015,USD,3197.0
08/07/2013,USD,2601.0
25/05/2014,USD,14815.0
29/09/2016,USD,33595.02
22/07/2013,USD,245.0
22/09/2014,USD,15005.0
30/12/2014,USD,11941.0
13/09/2013,USD,4893.99
08/04/2012,USD,30225.0
14/09/2013,USD,4620.0
31/08/2015,USD,129047.0
24/06/2014,USD,3565.09
03/03/2014,USD,48339.53
23/09/2013,GBP,6473.6
06/06/2014,USD,6456.25
25/11/2016,EUR,106.98
01/08/2014,USD,10701.0
01/05/2014,USD,1261.0
29/07/2016,USD,3554.0
24/05/2012,USD,3663.0
16/07/2009,USD,1825.35
07/01/2017,USD,48724.0
29/12/2017,USD,504.0
15/09/2017,HKD,14631.73
20/05/2010,USD,2028.0
11/04/2014,USD,1570.0
12/06/2014,USD,10381.0
30/01/2016,USD,21.0
10/08/2013,GBP,4752.82
31/07/2014,USD,3527.0
22/02/2016,USD,4600.0
19/09/2016,EUR,73830.38
28/01/2012,USD,2000.66
17/04/2017,USD,1040.0
19/12/2013,USD,5553.69
25/12/2017,USD,2027.77
22/03/2016,USD,10.0
21/01/2016,USD,3822.0
21/04/2013,USD,5450.0
05/08/2013,USD,1095.0
12/07/2015,GBP,1615.49
27/06/2011,USD,996.5
01/12/2015,USD,15808.0
18/09/2017,CAD,6247.45
29/08/2012,USD,5035.0
08/02/2016,USD,5940.0
20/11/2017,GBP,324745.46
12/07/2015,USD,5591.0
20/09/2012,USD,3150.0
01/10/2017,USD,3082.0
23/10/2013,USD,7865.14
12/09/2016,GBP,2187.15
17/03/2017,USD,3323.0
05/03/2011,USD,6837.0
05/08/2012,USD,3000.0
18/07/2015,USD,955.0
07/01/2018,GBP,2482.44
03/02/2017,EUR,310.42
29/12/2013,USD,27373.0
02/07/2013,USD,1310.0
24/10/2013,USD,6020.16
28/03/2017,USD,16365.0
28/11/2017,USD,2000.0
03/06/2017,USD,5423.0
09/09/2011,USD,7579.44
16/08/2012,USD,10075.0
01/05/2014,GBP,13583.05
09/03/2017,USD,75942.95
12/06/2013,USD,6760.0
25/11/2011,USD,1901.0
15/02/2017,USD,199549.0
29/07/2015,USD,35613.0
21/05/2011,USD,10344.03
30/11/2013,GBP,1866.59
26/09/2015,CAD,5551.78
07/11/2016,USD,45609.33
01/12/2014,USD,6000.0
13/07/2013,USD,183497.92
20/03/2014,USD,15125.0
30/07/2016,GBP,1762.65
12/05/2014,GBP,268.96
22/11/2014,USD,1200.0
10/08/2011,USD,5250.0
15/05/2015,USD,8142.0
02/06/2017,GBP,41947.3
06/04/2016,GBP,662.95
02/03/2016,USD,19325.66
27/05/2012,USD,3127.0
07/03/2014,USD,6015.0
01/05/2015,USD,5496.0
19/08/2013,USD,18421.0
30/06/2013,USD,10089.0
23/08/2014,USD,1231.0
25/05/2017,GBP,32064.06
20/09/2015,USD,4433.0
04/07/2015,USD,24475.0
19/09/2014,USD,11912.0
14/05/2012,USD,6856.0
24/05/2015,USD,24945.0
31/10/2016,AUD,9568.19
15/12/2016,USD,4098.0
19/09/2014,USD,17679.87
06/07/2014,GBP,380.07
29/01/2018,USD,437.0
27/09/2013,USD,877.0
09/01/2012,USD,555.0
25/03/2013,USD,3477.0
25/06/2016,USD,15351.09
01/09/2017,GBP,27202.11
07/08/2017,GBP,13050.65
06/07/2011,USD,7810.0
04/04/2017,USD,30780.0
06/06/2015,USD,3512.0
05/09/2013,USD,10016.05
29/04/2014,GBP,2477.39
15/08/2015,USD,1420.0
21/04/2017,USD,10312.0
25/03/2017,AUD,9944.95
08/12/2014,USD,6533.0
05/06/2017,EUR,3431.05
15/07/2011,USD,22383.0
18/08/2014,USD,1172.0
06/07/2017,NOK,2575.7
06/08/2017,USD,1000.0
01/06/2017,USD,8006.56
04/01/2014,USD,30745.0
14/04/2014,USD,24551.0
27/03/2017,GBP,4110.07
23/06/2011,USD,2580.0
02/10/2010,USD,1066.0
19/12/2011,USD,6576.77
28/03/2017,GBP,569.84
20/08/2014,USD,30451.0
26/04/2014,GBP,1012.56
30/11/2011,USD,4280.0
25/01/2016,USD,117.0
08/10/2014,USD,15126.0
22/04/2017,MXN,763.8
22/03/2015,CAD,571.59
03/11/2013,USD,7098.0
10/07/2013,USD,24686.17
09/01/2017,AUD,24630.89
25/05/2017,EUR,22886.76
25/02/2014,USD,22108.98
08/05/2014,USD,6040.0
30/01/2012,USD,4146.0
09/05/2014,GBP,337.25
24/02/2014,GBP,2051.26
30/12/2013,GBP,7427.35
29/04/2011,USD,3040.0
21/04/2012,USD,7372.11
03/05/2012,USD,2700.0
02/07/2010,USD,2276.0
17/02/2015,NZD,58676.94
23/01/2016,GBP,1443.41
16/11/2014,GBP,392.06
13/02/2016,USD,3140.0
23/02/2014,USD,11738.0
09/05/2011,USD,13996.23
16/06/2015,USD,1000.0
22/09/2012,USD,7742.0
02/07/2015,USD,13000.0
02/04/2014,USD,7985.41
28/02/2017,MXN,17391.73
18/05/2012,USD,5586.0
02/04/2014,USD,3972.0
08/05/2014,GBP,5107.67
25/07/2010,USD,4124.01
21/11/2015,GBP,10777.13
21/06/2015,USD,4112.0
29/08/2011,USD,9710.0
19/11/2015,USD,3000.0
28/02/2015,GBP,11687.27
24/12/2013,USD,5170.0
16/10/2015,USD,10070.0
25/01/2017,USD,495.0
07/07/2014,USD,4010.0
15/10/2013,USD,31838.0
19/04/2012,USD,5660.0
06/06/2013,USD,2785.0
02/05/2013,USD,1050.0
02/11/2017,GBP,46113.81
04/07/2010,USD,400.0
19/12/2012,USD,3371.89
24/03/2015,USD,15.0
27/10/2017,NZD,6784.1
15/08/2016,USD,8401.0
08/03/2016,AUD,9805.12
21/11/2016,USD,2180.0
17/09/2012,USD,2500.0
12/02/2017,USD,2145.0
23/12/2011,USD,4680.33
12/11/2017,EUR,215416.01
31/03/2014,USD,10324.69
02/07/2014,USD,10890.0
18/10/2017,USD,1111.0
04/07/2011,USD,8239.0
08/10/2014,USD,13116.0
24/11/2016,USD,22215.0
24/02/2014,USD,34873.0
13/04/2016,USD,15151.0
06/09/2017,GBP,1263.25
16/01/2013,USD,160.0
05/03/2017,USD,2346.0
