main_category,currency,deadline,usd_pledged_real
Food,CAD,21/08/2017,4808.92
Games,GBP,17/12/2013,736.08
Art,USD,07/05/2013,15012.0
Food,USD,21/01/2011,16375.0
Film & Video,USD,01/04/2014,2942.0
Games,GBP,09/03/2014,250701.79
Music,USD,27/11/2012,1351.0
Music,USD,07/04/2015,4215.0
Publishing,USD,04/10/2013,12100.0
Music,USD,01/11/2014,1000.0
Music,USD,03/05/2011,24870.0
Theater,USD,12/08/2011,2105.0
Photography,USD,14/10/2011,320.0
Music,USD,03/11/2017,8149.0
Games,USD,27/02/2017,1091.0
Theater,USD,30/05/2011,4464.6
Film & Video,USD,03/10/2010,9310.01
Comics,USD,22/06/2013,45015.0
Art,USD,23/11/2016,195.0
Film & Video,USD,22/12/2010,5305.99
Design,USD,02/10/2015,13078.0
Music,USD,01/04/2013,7000.0
Music,USD,30/09/2012,5275.0
Fashion,USD,10/10/2013,12211.0
Film & Video,USD,02/01/2011,30566.41
Dance,USD,21/11/2009,1530.37
Technology,USD,04/02/2016,111.0
Games,AUD,05/10/2016,39028.2
Art,USD,08/08/2014,2663.0
Comics,USD,20/03/2017,1156.0
Art,GBP,21/02/2015,10192.89
Film & Video,USD,12/02/2012,121084.88
Games,USD,13/10/2014,205958.64
Art,USD,20/04/2012,675.0
Music,USD,21/08/2011,3179.0
Design,USD,21/11/2016,578975.01
Publishing,USD,02/05/2016,4878.0
Music,USD,23/06/2017,8186.0
Film & Video,USD,31/10/2012,2116.0
Film & Video,EUR,25/11/2017,634.66
Film & Video,USD,29/11/2016,3795.0
Games,USD,23/09/2017,525.0
Fashion,SEK,29/12/2014,17221.92
Film & Video,USD,24/04/2012,8444.0
Comics,USD,10/12/2017,1342.0
Journalism,USD,16/06/2010,4926.32
Art,USD,29/04/2013,952.0
Publishing,USD,14/12/2012,2083.0
Music,USD,22/01/2013,7101.0
Design,USD,04/03/2017,344210.0
Publishing,USD,14/06/2014,4154.0
Games,USD,08/08/2014,35488.0
Dance,USD,10/03/2015,4545.0
Fashion,USD,01/11/2016,1081.0
Food,CAD,04/09/2014,33.09
Technology,USD,14/03/2013,4404.11
Film & Video,USD,25/02/2015,601.0
Comics,USD,14/02/2012,9524.0
Games,USD,22/04/2016,81371.0
Music,USD,30/11/2012,4226.0
Film & Video,USD,22/09/2016,5062.0
Games,USD,01/03/2017,2527.0
Food,USD,17/12/2016,19705.0
Music,USD,01/08/2014,20703.11
Art,USD,19/03/2014,21233.0
Art,USD,15/04/2014,5127.0
Fashion,USD,26/09/2014,581.0
Comics,USD,29/07/2014,6086.0
Music,USD,25/06/2012,2500.0
Music,USD,17/03/2011,3155.11
Film & Video,GBP,23/03/2014,1571.83
Technology,USD,22/06/2017,36718.75
Fashion,USD,27/08/2014,11892.7
Music,USD,09/03/2011,580.0
Art,USD,22/07/2013,17053.0
Music,USD,23/10/2010,1235.0
Fashion,USD,01/12/2014,4158.0
Film & Video,USD,28/10/2013,5120.0
Design,USD,01/11/2015,18469.0
Film & Video,USD,07/11/2013,25185.0
Theater,USD,31/07/2011,2222.77
Film & Video,USD,18/12/2012,15055.5
Crafts,USD,12/12/2013,3893.0
Music,USD,01/10/2011,6620.0
Photography,USD,18/01/2016,9317.0
Publishing,AUD,11/11/2016,380.26
Food,USD,23/11/2014,13268.0
Music,USD,21/07/2012,12287.0
Music,USD,09/06/2011,1172.0
Music,GBP,03/03/2014,10986.08
Music,USD,07/10/2016,13027.0
Film & Video,USD,24/06/2010,10246.0
Music,USD,03/12/2017,1685.0
Food,USD,17/11/2012,2900.0
Music,USD,31/07/2013,15400.36
Publishing,USD,29/09/2012,1493.0
Art,USD,13/10/2012,659.0
Film & Video,USD,03/10/2010,4025.0
Design,EUR,25/04/2017,16438.78
Art,USD,10/09/2010,1780.0
Music,USD,22/12/2013,2760.0
Music,CAD,27/11/2014,16091.08
Games,USD,15/10/2012,16253.08
Music,USD,21/01/2012,1305.0
Music,USD,30/04/2017,13183.0
Design,USD,15/12/2017,5857.0
Music,USD,21/11/2010,2149.0
Music,USD,09/10/2013,2732.0
Fashion,USD,23/02/2017,10355.0
Technology,USD,17/03/2013,24553.0
Film & Video,USD,30/05/2012,30135.0
Film & Video,USD,23/02/2012,10361.0
Games,USD,01/08/2014,10350.0
Music,USD,01/06/2017,5286.66
Music,USD,22/05/2011,2150.0
Music,USD,16/11/2010,2691.0
Games,USD,02/12/2017,70455.65
Technology,CAD,22/12/2016,60537.96
Food,USD,20/06/2014,39232.0
Fashion,USD,26/10/2013,10086.5
Theater,USD,19/09/2014,1260.0
Publishing,USD,17/07/2016,2115.0
Music,USD,22/06/2012,4519.0
Film & Video,GBP,24/09/2014,1337.29
Comics,USD,31/05/2014,1115.0
Fashion,USD,01/06/2013,1665.0
Fashion,USD,06/06/2015,25050.0
Crafts,USD,25/02/2016,1190.0
Games,USD,05/08/2012,3595.33
Games,USD,17/06/2014,124316.55
Design,USD,28/02/2014,69349.0
Technology,USD,26/07/2011,11078.0
Publishing,USD,28/02/2016,3510.0
Dance,NOK,05/11/2016,1848.29
Design,USD,01/06/2016,80337.0
Theater,USD,29/03/2014,5300.0
Fashion,USD,22/12/2013,3583.0
Games,USD,05/09/2015,19497.5
Games,GBP,23/12/2015,13194.62
Food,USD,25/11/2015,112946.0
Music,USD,15/03/2011,3281.11
Dance,USD,19/11/2013,10174.11
Film & Video,USD,27/06/2013,86935.0
Journalism,GBP,16/09/2014,539.24
Music,USD,14/05/2011,6502.0
Music,USD,15/01/2011,871.0
Theater,GBP,14/03/2016,1738.45
Comics,GBP,16/05/2017,1423.59
Food,USD,23/01/2017,2450.74
Film & Video,USD,17/01/2013,10300.0
Publishing,GBP,20/10/2015,801.01
Design,USD,10/01/2015,37146.0
Games,USD,28/10/2017,153.0
Film & Video,USD,22/10/2011,8501.1
Games,USD,14/11/2015,210086.5
Technology,USD,12/11/2014,16604.0
Technology,USD,18/03/2016,137325.78
Music,USD,24/12/2014,25860.0
Photography,USD,01/08/2014,2430.0
Music,USD,05/09/2013,6130.0
Games,USD,19/02/2012,3005.02
Music,USD,23/04/2011,3015.0
Music,USD,13/10/2011,5095.5
Food,USD,23/11/2017,2600.0
Art,USD,25/12/2014,1356.0
Publishing,USD,18/05/2013,4808.13
Art,USD,21/08/2016,530.0
Fashion,USD,04/12/2014,3637.0
Dance,USD,30/05/2013,4645.0
Film & Video,USD,25/12/2014,4318.0
Film & Video,USD,25/04/2012,3480.0
Comics,USD,15/04/2016,102686.55
Photography,GBP,23/04/2017,4645.14
Dance,USD,01/01/2018,1274.0
Film & Video,USD,31/03/2012,260.0
Music,USD,21/01/2016,1965.0
Music,USD,28/08/2011,2548.0
Publishing,USD,22/11/2014,2867.0
Fashion,USD,02/12/2017,26341.0
Music,USD,07/02/2011,3000.0
Music,USD,21/07/2012,3644.0
Art,USD,14/06/2013,3312.6
Technology,EUR,17/09/2017,111315.11
Design,USD,31/07/2013,15596.1
Music,USD,22/04/2017,20251.0
Design,USD,03/11/2015,5240.0
Film & Video,USD,25/04/2013,6285.5
Design,EUR,08/07/2016,8179.64
Art,USD,04/12/2014,12231.0
Music,USD,20/03/2011,7311.0
Technology,USD,21/12/2017,126944.0
Design,USD,03/09/2015,1870.0
Games,USD,01/05/2017,89225.0
Film & Video,USD,08/07/2013,3122.0
Film & Video,USD,11/03/2011,5916.0
Publishing,USD,29/08/2013,5107.0
Film & Video,USD,29/10/2012,26284.0
Music,USD,19/05/2012,2745.0
Fashion,USD,20/12/2015,508.0
Film & Video,USD,26/03/2013,2321.66
Music,USD,01/04/2015,15330.0
Film & Video,USD,10/10/2010,12205.0
Theater,USD,17/10/2015,2746.0
Design,USD,30/03/2013,27687.0
Fashion,USD,19/12/2015,30103.0
Technology,USD,02/07/2014,4511.0
Games,USD,07/05/2013,13894.0
Theater,USD,05/05/2013,1586.0
Art,USD,15/11/2010,1534.0
Film & Video,USD,14/10/2011,2065.0
Theater,USD,08/06/2016,1115.0
Film & Video,USD,16/07/2014,1215.0
Publishing,USD,28/10/2016,5501.0
Music,USD,01/12/2014,1745.0
Music,USD,02/04/2015,885.0
Theater,USD,12/03/2015,4825.0
Music,USD,19/03/2012,5175.0
Publishing,USD,02/02/2015,13085.0
Film & Video,USD,06/02/2015,8019.0
Music,USD,20/07/2012,4110.0
Film & Video,USD,21/11/2013,13147.0
Art,GBP,12/08/2014,240.34
Film & Video,USD,25/11/2011,3065.0
Games,GBP,29/11/2013,11656.71
Design,GBP,29/07/2013,1656.16
Theater,USD,11/01/2013,2672.99
Food,USD,02/02/2010,4293.0
Music,USD,15/06/2015,2000.0
Film & Video,USD,16/11/2011,1310.0
Journalism,USD,13/09/2014,1145.0
Art,USD,06/11/2010,3526.0
Photography,USD,10/11/2015,9173.0
Art,USD,11/09/2011,1005.0
Music,USD,02/11/2016,30.0
Fashion,USD,27/05/2015,27999.01
Photography,USD,28/07/2011,663.77
Design,USD,19/09/2017,21601.0
Music,USD,05/08/2014,5176.0
Music,USD,10/08/2013,4075.0
Film & Video,USD,14/04/2016,597.0
Music,USD,09/11/2011,8361.88
Film & Video,USD,19/06/2014,2027.0
Publishing,USD,06/03/2017,45123.0
Comics,SEK,04/06/2016,4894.88
Film & Video,USD,03/03/2012,6473.0
Film & Video,USD,10/09/2017,6481.0
Film & Video,CAD,12/01/2015,3336.93
Music,USD,12/02/2012,1145.0
Film & Video,USD,21/08/2013,6753.0
Film & Video,USD,29/05/2016,367.0
Film & Video,GBP,24/05/2013,2397.7
Dance,USD,23/10/2012,1812.68
Publishing,USD,30/11/2017,6180.0
Design,USD,20/12/2017,10030.0
Music,USD,02/08/2014,500.0
Publishing,USD,04/09/2015,1150.0
Technology,USD,08/05/2011,36900.66
Film & Video,USD,04/07/2015,14912.0
Film & Video,USD,29/11/2013,8563.0
Games,GBP,06/03/2017,667.36
Music,USD,30/07/2013,1649.55
Design,CAD,30/01/2015,47052.09
Music,GBP,01/06/2017,1587.4
Design,AUD,26/01/2016,62034.49
Music,USD,08/04/2011,10195.0
Film & Video,USD,19/05/2014,216260.28
Music,USD,22/08/2011,700.0
Theater,USD,31/03/2013,1081.0
Games,USD,16/12/2015,240.0
Music,USD,28/02/2017,11034.59
Comics,GBP,01/05/2014,42221.88
Technology,USD,05/09/2014,132524.0
Film & Video,USD,01/06/2012,5635.87
Music,GBP,01/02/2014,21729.33
Games,CAD,03/02/2016,88.72
Film & Video,USD,12/07/2014,24913.0
Food,AUD,15/11/2015,7141.52
Fashion,GBP,22/06/2017,37044.29
Film & Video,USD,04/01/2012,4000.0
Games,USD,20/09/2016,12782.0
Photography,CAD,27/02/2016,6195.67
Publishing,USD,03/09/2014,240.0
Games,USD,21/07/2017,434.0
Comics,USD,20/02/2013,2131.0
Fashion,USD,14/06/2013,750.0
Fashion,USD,28/08/2017,12032.5
Games,USD,02/04/2013,10270.0
Photography,AUD,26/09/2017,7486.88
Games,USD,02/10/2016,4072.0
Dance,USD,07/11/2011,5735.0
Design,USD,23/08/2010,615.0
Food,USD,07/09/2013,10052.0
Art,USD,02/05/2015,1475.0
Games,USD,25/10/2014,7114.0
Games,USD,27/08/2015,9162.55
Music,CAD,05/05/2015,413.12
Publishing,USD,07/04/2014,4122.0
Music,GBP,19/09/2017,3035.2
Music,USD,08/05/2011,3017.25
Film & Video,USD,02/04/2015,17480.0
Publishing,USD,28/11/2015,7088.0
Theater,USD,14/08/2014,1100.0
Technology,USD,06/09/2014,1180.0
Technology,USD,17/11/2015,136000.0
Journalism,USD,01/05/2017,3581.34
Food,USD,04/05/2012,20455.0
Dance,USD,13/03/2013,2125.0
Music,USD,01/09/2013,14693.15
Design,CHF,31/12/2016,150463.07
Art,USD,06/04/2014,1430.0
Art,USD,25/04/2012,4670.99
Film & Video,USD,15/03/2016,1001.0
Music,USD,07/11/2015,37727.27
Music,USD,11/03/2017,71857.81
Publishing,GBP,25/02/2016,5044.24
Food,USD,28/02/2015,15772.0
Design,USD,14/06/2015,123772.0
Publishing,USD,01/05/2015,5210.0
Art,USD,06/05/2012,6864.34
Music,USD,04/05/2016,7713.0
Film & Video,GBP,05/07/2013,26743.34
Art,CAD,22/05/2017,190.85
Design,HKD,05/08/2017,8952.44
Design,EUR,15/12/2015,6071.42
Fashion,USD,02/09/2013,1137.0
Comics,USD,15/07/2013,2501.01
Music,USD,13/11/2013,19839.5
Comics,USD,03/11/2016,32611.0
Publishing,USD,07/01/2014,11867.0
Food,CAD,06/07/2015,17178.5
Film & Video,USD,06/09/2016,1250.0
Technology,USD,17/10/2016,60955.0
Technology,USD,03/08/2011,19631.01
Crafts,USD,29/05/2015,1203.0
Music,USD,15/09/2014,17905.0
Technology,USD,08/03/2015,26064.0
Fashion,USD,01/02/2014,2502.0
Design,USD,05/02/2017,19234.5
Art,USD,08/02/2015,5351.0
Music,USD,19/04/2011,800.0
Publishing,GBP,17/08/2015,23358.93
Games,USD,20/09/2017,52692.0
Design,USD,20/05/2016,53054.0
Food,USD,05/09/2016,16763.0
Dance,USD,27/03/2012,4064.0
Design,USD,05/11/2014,1938.0
Publishing,USD,01/07/2017,5988.0
Film & Video,USD,27/11/2010,7501.99
Film & Video,CAD,04/01/2014,4624.86
Film & Video,USD,22/12/2012,15826.77
Film & Video,USD,04/04/2014,5518.0
Film & Video,USD,12/06/2014,11095.0
Games,CAD,26/11/2017,12400.96
Theater,AUD,16/02/2017,1847.59
Comics,USD,09/03/2017,27005.0
Music,USD,16/08/2011,5167.34
Music,SEK,03/12/2017,2439.39
Music,USD,22/08/2011,2237.0
Comics,USD,20/08/2014,8815.0
Film & Video,USD,22/12/2012,6171.0
Games,USD,15/10/2014,104101.5
Publishing,USD,02/08/2013,12111.0
Art,USD,27/08/2017,56500.0
Photography,USD,29/06/2012,6162.0
Technology,GBP,26/12/2015,7416.75
Art,CAD,19/07/2015,2516.23
Theater,USD,12/07/2016,1100.0
Theater,USD,05/12/2014,1101.0
Theater,USD,09/01/2013,7420.0
Games,USD,21/12/2012,3479.0
Publishing,GBP,13/04/2017,5884.2
Games,USD,24/08/2015,6337.0
Fashion,USD,13/03/2012,1932.0
Comics,USD,12/07/2012,2083.0
Games,CAD,18/08/2014,852.42
Publishing,GBP,09/08/2013,884.96
Games,USD,01/01/2017,40800.01
Design,USD,20/08/2011,21969.0
Music,USD,16/04/2013,10540.13
Theater,USD,14/01/2013,8218.48
Film & Video,USD,16/09/2013,2060.0
Film & Video,USD,21/05/2012,2605.0
Design,USD,10/08/2013,1339.78
Film & Video,USD,05/10/2013,8315.0
Publishing,EUR,29/02/2016,11036.88
Film & Video,USD,17/06/2015,55211.0
Theater,USD,17/12/2015,10896.0
Music,USD,02/03/2013,6225.31
Music,USD,15/06/2015,5318.0
Fashion,AUD,10/08/2015,2855.14
Film & Video,USD,05/06/2010,11123.02
Theater,MXN,31/01/2017,3554.18
Publishing,USD,02/07/2014,3625.0
Food,USD,09/08/2017,17409.0
Art,USD,18/03/2012,3350.0
Games,USD,30/06/2015,1653.0
Technology,SGD,12/11/2016,13331.46
Publishing,USD,31/10/2013,250.0
Art,USD,30/03/2017,1471.0
Music,USD,29/08/2011,5535.0
Design,USD,22/06/2017,5911.0
Music,GBP,03/06/2017,2809.38
Publishing,CAD,07/05/2014,9827.33
Games,USD,02/04/2013,2532.26
Film & Video,USD,12/12/2015,35713.11
Film & Video,USD,16/01/2015,5162.0
Music,USD,22/01/2017,18510.5
Food,USD,29/12/2013,6346.0
Food,USD,13/12/2015,20555.69
Music,CAD,16/08/2014,15447.66
Crafts,USD,01/10/2017,1579.0
Art,USD,12/07/2014,7657.0
Film & Video,USD,05/11/2013,4649.0
Music,USD,31/03/2014,4947.0
Food,USD,13/08/2016,22404.0
Film & Video,USD,24/11/2016,34545.0
Music,USD,20/10/2015,1665.0
Games,USD,02/02/2015,10851.0
Film & Video,USD,28/05/2011,827.01
Games,USD,16/12/2012,5872.01
Film & Video,USD,14/12/2012,70501.01
Film & Video,GBP,02/05/2017,6527.96
Art,GBP,21/08/2015,193677.69
Theater,GBP,21/06/2016,13740.38
Art,USD,02/09/2012,3608.76
Publishing,USD,14/11/2014,426.0
Music,USD,11/01/2015,6081.0
Music,USD,28/09/2014,1025.0
Design,USD,26/04/2013,4010.01
Fashion,GBP,09/06/2015,1178.53
Theater,USD,07/12/2013,13170.69
Comics,USD,11/11/2015,466.0
Publishing,GBP,27/10/2017,15935.84
Fashion,USD,11/08/2017,5625.0
Film & Video,USD,09/03/2011,600.11
Art,USD,08/03/2013,6116.66
Design,USD,18/03/2015,449969.0
Photography,USD,31/12/2012,8898.0
Design,USD,23/09/2016,858.0
Publishing,GBP,26/06/2014,374.72
Fashion,USD,08/11/2014,6474.0
Comics,USD,17/10/2012,18087.0
Film & Video,USD,26/03/2012,24884.0
Comics,USD,10/11/2017,6293.0
Music,USD,06/04/2012,3920.01
Music,USD,01/06/2015,1060.0
Publishing,USD,22/06/2015,3944.0
Games,USD,15/04/2015,23465.0
Art,USD,30/08/2012,301.01
Music,USD,27/05/2012,2700.0
Games,EUR,05/09/2015,1371.31
Film & Video,USD,16/12/2010,10242.5
Games,GBP,31/01/2016,4.37
Games,USD,08/02/2017,11664.0
Art,USD,27/01/2011,4251.0
Music,USD,04/05/2014,7066.0
Theater,USD,21/09/2014,4055.0
Games,USD,20/11/2016,1672.0
Food,USD,13/08/2014,2731.0
Publishing,USD,12/10/2013,265.0
Photography,AUD,31/01/2014,7029.62
Publishing,USD,16/09/2013,1815.0
Film & Video,USD,28/06/2015,50001.0
Film & Video,USD,11/08/2017,8145.0
Theater,USD,14/10/2014,9801.0
Fashion,USD,24/10/2012,6452.0
Games,GBP,30/04/2017,7266.8
Film & Video,CAD,27/06/2014,6840.09
Film & Video,GBP,02/12/2014,161.56
Music,USD,30/07/2014,2113.0
Theater,USD,12/07/2015,2125.0
Publishing,USD,22/08/2017,2585.0
Music,USD,15/08/2016,7780.0
Theater,AUD,17/04/2014,35654.33
Film & Video,USD,03/03/2011,516.0
Film & Video,USD,09/03/2012,176354.79
Music,USD,12/04/2017,2076.0
Design,USD,28/06/2016,193547.01
Games,USD,10/02/2017,9662.0
Dance,USD,06/09/2010,2670.0
Art,USD,13/07/2013,1615.0
Technology,USD,04/12/2016,11514.0
Art,USD,24/01/2015,662.0
Art,USD,05/04/2017,1111.0
Photography,USD,22/04/2015,16293.0
Film & Video,GBP,19/01/2015,1074.4
Music,USD,17/07/2011,3150.0
Technology,DKK,31/08/2016,161632.39
Games,USD,27/07/2017,24475.0
Theater,USD,07/06/2013,6440.0
Music,USD,06/11/2014,5923.0
Music,EUR,25/12/2016,6335.65
Film & Video,AUD,22/02/2017,113056.72
Technology,USD,10/12/2017,21777.0
Music,CAD,18/12/2013,3788.81
Art,EUR,01/07/2015,5505.81
Publishing,USD,02/11/2013,18167.88
Music,USD,01/06/2011,2881.0
Dance,GBP,15/01/2014,9873.07
Music,USD,22/08/2015,320.0
Design,USD,17/08/2016,20098.0
Film & Video,USD,22/05/2014,18228.0
Art,USD,04/08/2014,1306.0
Music,EUR,20/07/2016,6820.94
Film & Video,USD,13/03/2013,3535.0
Film & Video,USD,16/08/2012,762.0
Film & Video,USD,12/12/2015,77855.1
Comics,USD,04/06/2014,8955.41
Food,USD,14/04/2012,1215.0
Games,GBP,31/12/2015,11085.07
Design,EUR,14/12/2017,25473.66
Technology,USD,12/04/2015,39.0
Publishing,USD,09/04/2014,10444.0
Publishing,USD,28/09/2016,6643.11
Comics,USD,11/11/2015,13462.75
Music,USD,03/06/2013,115052.89
Film & Video,USD,11/04/2012,3726.0
Fashion,CAD,21/12/2017,143621.19
Art,USD,28/06/2017,5780.0
Film & Video,USD,09/08/2016,917.0
Film & Video,GBP,31/10/2014,6259.98
Music,USD,31/08/2011,8681.01
Games,USD,31/12/2017,12952.0
Games,USD,17/05/2012,2710.0
Photography,USD,15/06/2011,1827.0
Music,USD,31/10/2011,10775.0
Dance,USD,30/01/2014,3631.07
Theater,USD,17/11/2012,11265.99
Film & Video,GBP,19/07/2013,3720.43
Art,USD,05/08/2017,20578.0
Music,USD,17/05/2016,3162.0
Theater,USD,07/08/2014,8328.0
Publishing,USD,26/04/2013,1120.0
Fashion,USD,02/11/2017,8601.0
Dance,USD,12/03/2016,2220.0
Games,USD,05/06/2012,116894.7
Art,USD,18/05/2017,19700.0
Comics,CAD,21/07/2014,3509.47
Music,NZD,06/07/2017,17973.78
Design,USD,06/05/2013,15906.0
Fashion,USD,06/02/2017,1350.0
Music,USD,01/07/2015,7873.0
Fashion,GBP,06/10/2017,96.76
Design,GBP,07/11/2015,193.34
Technology,GBP,08/10/2015,85671.34
Design,USD,22/02/2014,133767.56
Music,USD,10/08/2014,10.0
Design,USD,07/01/2014,3757.0
Art,USD,20/01/2013,5696.0
Music,USD,29/03/2011,3851.0
Design,USD,13/05/2014,25007.0
Publishing,USD,31/08/2010,2380.0
Film & Video,USD,17/10/2012,2102.0
Games,USD,23/05/2013,368614.44
Fashion,USD,16/06/2016,23575.55
Music,USD,15/10/2013,4900.0
Film & Video,USD,04/07/2015,14281.0
Art,USD,10/07/2013,2717.0
Crafts,USD,16/02/2012,1590.0
Technology,USD,06/10/2016,3323.0
Games,USD,01/10/2014,42001.0
Art,GBP,22/12/2014,32707.75
Film & Video,USD,18/02/2015,6325.0
Photography,USD,20/06/2012,3006.01
Music,USD,21/12/2011,5131.71
Film & Video,USD,07/02/2015,5484.0
Technology,USD,21/02/2014,322697.96
Food,USD,06/02/2017,1135.0
Theater,USD,30/06/2012,5285.15
Music,USD,08/07/2016,5140.0
Games,USD,22/11/2013,8327.65
Crafts,USD,02/11/2015,3106.0
Film & Video,USD,16/11/2009,1680.0
Theater,USD,16/03/2015,2257.0
Music,USD,13/07/2011,4080.0
Publishing,USD,19/04/2017,18358.55
Dance,USD,20/11/2011,10555.0
Games,NZD,19/11/2015,334.49
Music,USD,31/03/2012,262.0
Technology,USD,05/08/2016,13491.0
Fashion,USD,20/04/2017,6635.0
Fashion,CAD,14/03/2016,62386.26
Theater,GBP,24/04/2015,317.51
Theater,GBP,07/05/2016,527.35
Music,USD,20/10/2010,2106.66
Fashion,USD,30/09/2014,1035.0
Publishing,USD,06/12/2013,2585.0
Design,USD,03/12/2014,3486.0
Theater,GBP,23/04/2015,1511.94
Film & Video,USD,21/03/2013,550.0
Film & Video,GBP,08/09/2013,32051.48
Film & Video,EUR,30/06/2016,18489.65
Comics,USD,11/04/2014,9062.35
Film & Video,USD,15/08/2014,460.0
Games,USD,01/12/2012,3411.0
Art,USD,26/03/2015,895.0
Publishing,USD,18/06/2016,13803.0
Publishing,GBP,31/08/2016,512.76
Design,USD,02/06/2013,32637.0
Music,USD,22/08/2015,3040.0
Games,USD,12/10/2016,1451.0
Music,USD,16/04/2011,1255.0
Food,USD,01/03/2015,26817.0
Design,USD,19/10/2017,7815.0
Music,USD,30/01/2012,5000.0
Crafts,USD,16/05/2017,523.0
Film & Video,GBP,24/10/2016,3734.39
Comics,USD,25/04/2011,3979.0
Comics,USD,03/03/2013,10208.37
Technology,USD,25/08/2012,53655.11
Design,USD,08/12/2014,3490.0
Games,USD,30/08/2016,22768.0
Games,GBP,09/03/2017,1015.01
Photography,USD,12/11/2011,10212.0
Theater,USD,03/06/2016,2405.0
Games,USD,10/10/2013,9230.0
Theater,USD,05/09/2014,2291.0
Music,USD,01/12/2015,5065.0
Film & Video,USD,16/01/2012,12005.08
Games,USD,13/12/2014,1500.0
Publishing,USD,04/11/2016,5315.0
Publishing,USD,31/05/2015,6437.0
Film & Video,USD,03/11/2011,32121.0
Design,USD,15/12/2016,31203.0
Games,EUR,25/12/2016,9397.79
Art,USD,05/11/2015,1243.25
Publishing,USD,18/05/2017,9511.0
Photography,USD,20/06/2013,10271.5
Dance,USD,07/09/2013,3809.0
Technology,USD,09/08/2017,2985.0
Technology,EUR,30/09/2015,11045.02
Technology,USD,03/09/2014,2411.01
Fashion,MXN,21/07/2017,1922.64
Art,CAD,21/08/2015,302.87
Fashion,USD,11/12/2016,5882.0
Photography,USD,24/03/2016,15530.0
Fashion,USD,31/08/2016,5489.0
Film & Video,GBP,03/10/2013,1773.56
Theater,USD,01/02/2011,4021.0
Journalism,USD,06/01/2013,11520.0
Music,USD,04/03/2013,1470.0
Technology,USD,20/04/2017,367129.77
Design,USD,08/06/2016,13583.0
Food,USD,04/07/2012,16065.0
Games,GBP,17/05/2014,2228.02
Photography,USD,10/10/2014,6167.11
Design,GBP,08/11/2013,54393.87
Publishing,USD,01/09/2014,3775.0
Film & Video,USD,16/09/2015,1000.0
Journalism,USD,26/07/2014,6474.0
Film & Video,GBP,15/06/2013,2599.55
Music,USD,06/01/2017,12755.0
Publishing,USD,03/03/2013,1115.0
Film & Video,USD,03/06/2015,1901.0
Music,USD,25/12/2010,1150.0
Film & Video,USD,06/04/2013,8195.01
Comics,USD,05/10/2017,9292.0
Film & Video,GBP,08/08/2014,9284.73
Games,USD,03/12/2014,1100.72
Theater,USD,07/07/2014,4205.0
Music,USD,09/12/2016,22248.0
Film & Video,USD,09/05/2013,5975.0
Comics,USD,20/07/2016,1965.0
Comics,USD,06/04/2015,9251.0
Design,USD,23/10/2015,11200.0
Design,EUR,14/07/2017,37242.59
Film & Video,USD,17/03/2011,7045.0
Music,USD,10/08/2012,4228.0
Music,USD,08/03/2012,24575.0
Film & Video,USD,27/10/2010,2020.0
Theater,USD,08/07/2012,3226.0
Food,USD,20/04/2016,546.0
Technology,GBP,16/08/2013,101597.35
Art,GBP,14/04/2015,8167.22
Comics,USD,05/06/2016,12279.0
Publishing,USD,26/06/2016,1344.0
Design,USD,12/01/2014,79026.0
Theater,USD,22/06/2011,3282.5
Design,USD,05/07/2014,2710.0
Film & Video,GBP,11/03/2015,1906.73
Film & Video,USD,15/03/2013,1437.0
Film & Video,USD,24/11/2017,4473.0
Art,USD,03/03/2014,2171.0
Journalism,USD,17/07/2012,13640.5
Publishing,GBP,04/12/2016,332.11
Theater,USD,16/08/2014,3274.0
Publishing,GBP,08/01/2016,7067.28
Comics,USD,17/08/2014,5083.13
Film & Video,USD,10/11/2016,4545.0
Games,USD,04/11/2012,27522.67
Games,USD,03/12/2013,41422.66
Film & Video,USD,06/08/2014,2712.0
Film & Video,USD,25/06/2012,11883.45
Film & Video,USD,14/09/2012,2426.0
Publishing,USD,09/04/2013,610.0
Publishing,USD,16/05/2017,12104.0
Publishing,USD,23/12/2011,7835.0
Film & Video,USD,03/01/2013,600.0
Food,USD,08/01/2014,6925.0
Food,AUD,17/04/2014,17776.22
Art,GBP,14/12/2015,878.32
Publishing,USD,25/07/2016,6003.4
Music,USD,11/08/2013,2267.0
Comics,USD,11/10/2014,5505.0
Film & Video,USD,15/04/2017,8270.0
Publishing,GBP,27/03/2017,999.71
Comics,USD,08/11/2015,3500.0
Technology,USD,20/04/2013,56590.0
Art,USD,01/01/2016,7416.0
Art,USD,17/12/2012,1610.0
Technology,USD,07/01/2015,30768.0
Design,USD,04/11/2017,25823.0
Design,USD,25/02/2017,2255.0
Publishing,USD,08/12/2009,3085.0
Technology,USD,05/09/2014,3180.0
Publishing,GBP,15/03/2015,16019.07
Film & Video,USD,16/06/2014,12029.0
Comics,USD,19/07/2012,49630.0
Games,GBP,20/03/2016,617139.01
Crafts,AUD,19/02/2016,3447.1
Art,USD,15/09/2014,8500.01
Comics,USD,12/05/2017,202756.69
Art,USD,26/12/2011,865.0
Design,SEK,24/08/2016,7292.97
Film & Video,USD,04/04/2010,2020.0
Design,USD,26/09/2011,6638.0
Music,USD,01/04/2015,20125.0
Games,USD,08/11/2015,828.0
Music,USD,21/05/2013,1248.0
Theater,USD,12/05/2012,1510.0
Film & Video,CAD,10/01/2014,28284.37
